athlete_id,date,time_s,heart_rate_bpm,speed_kmh
A003,2026-11-09,394,160.0,8.31
A003,2026-11-09,395,160.0,8.59
A003,2026-11-09,396,161.0,8.34
A003,2026-11-09,397,161.0,8.9
A003,2026-11-09,398,161.0,9.43
A003,2026-11-09,399,163.0,9.74
A003,2026-11-09,400,162.0,8.34
A003,2026-11-09,401,162.0,9.51
A003,2026-11-09,402,162.0,9.23
A003,2026-11-09,403,162.0,9.54
A003,2026-11-09,404,164.0,8.95
A003,2026-11-09,405,165.0,8.94
A003,2026-11-09,406,162.0,9.67
A003,2026-11-09,407,167.0,9.73
A003,2026-11-09,408,167.0,10.15
A003,2026-11-09,409,168.0,9.37
A003,2026-11-09,410,167.0,9.24
A003,2026-11-09,411,168.0,7.87
A003,2026-11-09,412,171.0,8.43
A003,2026-11-09,413,166.0,9.21
A003,2026-11-09,414,165.0,8.83
A003,2026-11-09,415,165.0,10.02
A003,2026-11-09,416,171.0,8.79
A003,2026-11-09,417,172.0,9.32
A003,2026-11-09,418,167.0,9.38
A003,2026-11-09,419,167.0,10.43
A003,2026-11-09,420,168.0,9.38
A003,2026-11-09,421,172.0,10.06
A003,2026-11-09,422,167.0,9.94
A003,2026-11-09,423,166.0,10.4
A003,2026-11-09,424,174.0,10.41
A003,2026-11-09,425,171.0,9.92
A003,2026-11-09,426,171.0,8.96
A003,2026-11-09,427,170.0,9.87
A003,2026-11-09,428,172.0,10.03
A003,2026-11-09,429,168.0,10.25
A003,2026-11-09,430,170.0,9.67
A003,2026-11-09,431,172.0,10.83
A003,2026-11-09,432,167.0,10.18
A003,2026-11-09,433,171.0,9.65
A003,2026-11-09,434,171.0,9.96
A003,2026-11-09,435,172.0,11.42
A003,2026-11-09,436,171.0,10.69
A003,2026-11-09,437,171.0,10.95
A003,2026-11-09,438,169.0,9.72
A003,2026-11-09,439,173.0,9.96
A003,2026-11-09,440,173.0,9.99
A003,2026-11-09,441,171.0,10.54
A003,2026-11-09,442,174.0,10.34
A003,2026-11-09,443,173.0,10.18
A003,2026-11-09,444,173.0,10.28
A003,2026-11-09,445,170.0,10.04
A003,2026-11-09,446,175.0,10.43
A003,2026-11-09,447,172.0,11.22
A003,2026-11-09,448,174.0,9.67
A003,2026-11-09,449,173.0,10.8
A003,2026-11-09,450,174.0,11.44
A003,2026-11-09,451,177.0,10.52
A003,2026-11-09,452,176.0,10.33
A003,2026-11-09,453,177.0,11.21
A003,2026-11-09,454,176.0,10.08
A003,2026-11-09,455,176.0,10.67
A003,2026-11-09,456,171.0,10.08
A003,2026-11-09,457,174.0,9.59
A003,2026-11-09,458,175.0,10.63
A003,2026-11-09,459,178.0,9.98
A003,2026-11-09,460,174.0,10.74
A003,2026-11-09,461,176.0,11.42
A003,2026-11-09,462,176.0,11.88
A003,2026-11-09,463,178.0,10.83
A003,2026-11-09,464,175.0,11.39
A003,2026-11-09,465,177.0,11.02
A003,2026-11-09,466,172.0,10.56
A003,2026-11-09,467,172.0,9.64
A003,2026-11-09,468,171.0,11.78
A003,2026-11-09,469,177.0,10.18
A003,2026-11-09,470,177.0,11.64
A003,2026-11-09,471,178.0,11.13
A003,2026-11-09,472,174.0,10.23
A003,2026-11-09,473,175.0,11.0
A003,2026-11-09,474,176.0,12.1
A003,2026-11-09,475,179.0,11.74
A003,2026-11-09,476,179.0,10.51
A003,2026-11-09,477,177.0,10.39
A003,2026-11-09,478,176.0,10.88
A003,2026-11-09,479,178.0,10.72
A003,2026-11-09,480,175.0,11.54
A003,2026-11-09,481,175.0,11.22
A003,2026-11-09,482,175.0,9.73
A003,2026-11-09,483,173.0,10.98
A003,2026-11-09,484,174.0,10.56
A003,2026-11-09,485,172.0,10.65
A003,2026-11-09,486,176.0,10.74
A003,2026-11-09,487,175.0,11.27
A003,2026-11-09,488,177.0,11.1
A003,2026-11-09,489,170.0,10.03
A003,2026-11-09,490,177.0,10.4
A003,2026-11-09,491,170.0,10.13
A003,2026-11-09,492,170.0,9.35
A003,2026-11-09,493,171.0,10.25
A003,2026-11-09,494,175.0,11.39
A003,2026-11-09,495,173.0,9.22
A003,2026-11-09,496,171.0,10.19
A003,2026-11-09,497,170.0,10.13
A003,2026-11-09,498,169.0,10.3
A003,2026-11-09,499,173.0,9.51
A003,2026-11-09,500,173.0,9.19
A003,2026-11-09,501,173.0,9.18
A003,2026-11-09,502,171.0,10.77
A003,2026-11-09,503,165.0,9.34
A003,2026-11-09,504,167.0,9.6
A003,2026-11-09,505,171.0,11.12
A003,2026-11-09,506,169.0,9.38
A003,2026-11-09,507,168.0,9.99
A003,2026-11-09,508,167.0,10.38
A003,2026-11-09,509,171.0,10.32
A003,2026-11-09,510,169.0,8.87
A003,2026-11-09,511,169.0,9.21
A003,2026-11-09,512,167.0,9.78
A003,2026-11-09,513,168.0,10.72
A003,2026-11-09,514,165.0,9.07
A003,2026-11-09,515,167.0,9.19
A003,2026-11-09,516,162.0,9.71
A003,2026-11-09,517,164.0,9.79
A003,2026-11-09,518,166.0,9.8
A003,2026-11-09,519,171.0,8.85
A003,2026-11-09,520,163.0,9.0
A003,2026-11-09,521,164.0,9.42
A003,2026-11-09,522,166.0,10.01
A003,2026-11-09,523,169.0,9.08
A003,2026-11-09,524,166.0,9.18
A003,2026-11-09,525,167.0,8.55
A003,2026-11-09,526,164.0,10.25
A003,2026-11-09,527,164.0,9.19
A003,2026-11-09,528,165.0,9.72
A003,2026-11-09,529,163.0,9.06
A003,2026-11-09,530,166.0,9.07
A003,2026-11-09,531,161.0,8.09
A003,2026-11-09,532,166.0,7.67
A003,2026-11-09,533,164.0,9.69
A003,2026-11-09,534,163.0,8.96
A003,2026-11-09,535,160.0,9.01
A003,2026-11-09,536,161.0,8.11
A003,2026-11-09,537,166.0,8.3
A003,2026-11-09,538,163.0,9.45
A003,2026-11-09,539,164.0,9.84
A003,2026-11-09,540,161.0,8.4
A003,2026-11-09,541,163.0,9.16
A003,2026-11-09,542,160.0,8.85
A003,2026-11-09,543,163.0,8.64
A003,2026-11-09,544,163.0,9.81
A003,2026-11-09,545,163.0,8.41
A003,2026-11-09,546,160.0,9.41
A003,2026-11-09,547,161.0,8.87
A003,2026-11-09,548,163.0,8.62
A003,2026-11-09,549,161.0,9.44
A003,2026-11-09,550,161.0,8.78
A003,2026-11-09,551,165.0,8.53
A003,2026-11-09,552,160.0,9.41
A003,2026-11-09,553,164.0,9.32
A003,2026-11-09,554,159.0,9.28
A003,2026-11-09,555,163.0,6.21
A003,2026-11-09,556,163.0,8.8
A003,2026-11-09,557,160.0,8.66
A003,2026-11-09,558,159.0,8.5
A003,2026-11-09,559,157.0,8.88
A003,2026-11-09,560,160.0,8.67
A003,2026-11-09,561,162.0,8.92
A003,2026-11-09,562,159.0,8.34
A003,2026-11-09,563,161.0,9.4
A003,2026-11-09,564,158.0,8.97
A003,2026-11-09,565,161.0,8.83
A003,2026-11-09,566,159.0,8.8
A003,2026-11-09,567,161.0,9.2
A003,2026-11-09,568,160.0,9.12
A003,2026-11-09,569,159.0,8.44
A003,2026-11-09,570,160.0,9.1
A003,2026-11-09,571,159.0,8.62
A003,2026-11-09,572,159.0,9.67
A003,2026-11-09,573,163.0,9.18
A003,2026-11-09,574,161.0,8.16
A003,2026-11-09,575,157.0,9.94
A003,2026-11-09,576,160.0,7.29
A003,2026-11-09,577,163.0,8.94
A003,2026-11-09,578,160.0,8.15
A003,2026-11-09,579,165.0,9.71
A003,2026-11-09,580,160.0,8.74
A003,2026-11-09,581,163.0,8.13
A003,2026-11-09,582,164.0,8.46
A003,2026-11-09,583,163.0,8.2
A003,2026-11-09,584,159.0,8.46
A003,2026-11-09,585,160.0,8.46
A003,2026-11-09,586,165.0,8.23
A003,2026-11-09,587,161.0,8.86
A003,2026-11-09,588,164.0,8.95
A003,2026-11-09,589,162.0,8.14
A003,2026-11-09,590,163.0,7.76
A003,2026-11-09,591,160.0,8.96
A003,2026-11-09,592,162.0,9.11
A003,2026-11-09,593,161.0,9.26
A003,2026-11-09,594,164.0,9.17
A003,2026-11-09,595,164.0,9.81
A003,2026-11-09,596,164.0,9.49
A003,2026-11-09,597,163.0,10.52
A003,2026-11-09,598,162.0,10.8
A003,2026-11-09,599,164.0,7.91
A003,2026-11-09,600,162.0,7.67
A003,2026-11-09,601,167.0,9.01
A003,2026-11-09,602,164.0,9.35
A003,2026-11-09,603,164.0,9.03
A003,2026-11-09,604,166.0,9.52
A003,2026-11-09,605,165.0,8.97
A003,2026-11-09,606,162.0,8.75
A003,2026-11-09,607,163.0,8.87
A003,2026-11-09,608,168.0,9.1
A003,2026-11-09,609,166.0,9.76
A003,2026-11-09,610,163.0,9.0
A003,2026-11-09,611,167.0,9.15
A003,2026-11-09,612,165.0,9.7
A003,2026-11-09,613,165.0,9.27
A003,2026-11-09,614,165.0,10.09
A003,2026-11-09,615,169.0,8.9
A003,2026-11-09,616,163.0,8.81
A003,2026-11-09,617,166.0,9.71
A003,2026-11-09,618,168.0,9.8
A003,2026-11-09,619,171.0,9.08
A003,2026-11-09,620,169.0,10.44
A003,2026-11-09,621,167.0,10.83
A003,2026-11-09,622,172.0,9.33
A003,2026-11-09,623,166.0,10.64
A003,2026-11-09,624,170.0,8.35
A003,2026-11-09,625,170.0,10.47
A003,2026-11-09,626,168.0,9.34
A003,2026-11-09,627,171.0,10.48
A003,2026-11-09,628,169.0,9.36
A003,2026-11-09,629,172.0,9.93
A003,2026-11-09,630,167.0,9.52
A003,2026-11-09,631,172.0,9.92
A003,2026-11-09,632,170.0,11.19
A003,2026-11-09,633,174.0,10.06
A003,2026-11-09,634,172.0,11.43
A003,2026-11-09,635,174.0,9.97
A003,2026-11-09,636,173.0,11.14
A003,2026-11-09,637,172.0,9.31
A003,2026-11-09,638,174.0,10.15
A003,2026-11-09,639,174.0,10.04
A003,2026-11-09,640,174.0,11.32
A003,2026-11-09,641,169.0,10.55
A003,2026-11-09,642,172.0,9.22
A003,2026-11-09,643,177.0,9.73
A003,2026-11-09,644,172.0,9.95
A003,2026-11-09,645,176.0,11.15
A003,2026-11-09,646,176.0,11.11
A003,2026-11-09,647,173.0,10.49
A003,2026-11-09,648,171.0,10.38
A003,2026-11-09,649,174.0,11.17
A003,2026-11-09,650,180.0,10.1
A003,2026-11-09,651,174.0,11.09
A003,2026-11-09,652,174.0,11.08
A003,2026-11-09,653,174.0,10.72
A003,2026-11-09,654,179.0,11.16
A003,2026-11-09,655,176.0,11.02
A003,2026-11-09,656,176.0,11.29
A003,2026-11-09,657,180.0,10.23
A003,2026-11-09,658,179.0,11.43
A003,2026-11-09,659,176.0,11.72
A003,2026-11-09,660,175.0,11.33
A003,2026-11-09,661,180.0,11.53
A003,2026-11-09,662,178.0,11.13
A003,2026-11-09,663,175.0,11.77
A003,2026-11-09,664,175.0,11.3
A003,2026-11-09,665,177.0,10.61
A003,2026-11-09,666,177.0,11.82
A003,2026-11-09,667,175.0,10.38
A003,2026-11-09,668,177.0,11.56
A003,2026-11-09,669,178.0,11.19
A003,2026-11-09,670,179.0,11.18
A003,2026-11-09,671,183.0,11.58
A003,2026-11-09,672,180.0,11.08
A003,2026-11-09,673,180.0,11.83
A003,2026-11-09,674,181.0,11.59
A003,2026-11-09,675,180.0,11.21
A003,2026-11-09,676,182.0,12.41
A003,2026-11-09,677,182.0,11.75
A003,2026-11-09,678,181.0,12.03
A003,2026-11-09,679,187.0,12.53
A003,2026-11-09,680,183.0,12.54
A003,2026-11-09,681,179.0,12.07
A003,2026-11-09,682,182.0,11.56
A003,2026-11-09,683,180.0,10.9
A003,2026-11-09,684,183.0,11.9
A003,2026-11-09,685,179.0,12.45
A003,2026-11-09,686,180.0,12.03
A003,2026-11-09,687,183.0,9.77
A003,2026-11-09,688,184.0,12.37
A003,2026-11-09,689,183.0,12.42
A003,2026-11-09,690,184.0,11.7
A003,2026-11-09,691,183.0,12.49
A003,2026-11-09,692,183.0,12.28
A003,2026-11-09,693,182.0,11.51
A003,2026-11-09,694,184.0,12.69
A003,2026-11-09,695,185.0,11.18
A003,2026-11-09,696,183.0,11.91
A003,2026-11-09,697,183.0,11.86
A003,2026-11-09,698,186.0,11.47
A003,2026-11-09,699,183.0,12.16
A003,2026-11-09,700,183.0,12.77
A003,2026-11-09,701,184.0,12.73
A003,2026-11-09,702,183.0,12.42
A003,2026-11-09,703,182.0,10.98
A003,2026-11-09,704,184.0,11.19
A003,2026-11-09,705,183.0,12.1
A003,2026-11-09,706,187.0,11.98
A003,2026-11-09,707,185.0,11.7
A003,2026-11-09,708,182.0,13.14
A003,2026-11-09,709,185.0,12.06
A003,2026-11-09,710,184.0,12.32
A003,2026-11-09,711,186.0,12.59
A003,2026-11-09,712,182.0,12.02
A003,2026-11-09,713,184.0,13.54
A003,2026-11-09,714,183.0,11.41
A003,2026-11-09,715,183.0,11.61
A003,2026-11-09,716,181.0,11.4
A003,2026-11-09,717,184.0,12.89
A003,2026-11-09,718,184.0,12.43
A003,2026-11-09,719,185.0,11.61
A003,2026-11-09,720,183.0,11.41
A003,2026-11-09,721,182.0,12.75
A003,2026-11-09,722,184.0,12.12
A003,2026-11-09,723,181.0,12.73
A003,2026-11-09,724,185.0,11.84
A003,2026-11-09,725,185.0,12.17
A003,2026-11-09,726,185.0,12.02
A003,2026-11-09,727,183.0,11.45
A003,2026-11-09,728,181.0,11.72
A003,2026-11-09,729,182.0,11.08
A003,2026-11-09,730,183.0,12.07
A003,2026-11-09,731,181.0,12.21
A003,2026-11-09,732,184.0,12.33
A003,2026-11-09,733,183.0,12.11
A003,2026-11-09,734,180.0,11.61
A003,2026-11-09,735,185.0,12.6
A003,2026-11-09,736,181.0,12.18
A003,2026-11-09,737,179.0,12.46
A003,2026-11-09,738,179.0,12.47
A003,2026-11-09,739,184.0,11.5
A003,2026-11-09,740,184.0,11.78
A003,2026-11-09,741,182.0,11.98
A003,2026-11-09,742,183.0,10.8
A003,2026-11-09,743,182.0,10.79
A003,2026-11-09,744,181.0,10.66
A003,2026-11-09,745,180.0,11.34
A003,2026-11-09,746,180.0,11.18
A003,2026-11-09,747,181.0,10.49
A003,2026-11-09,748,177.0,11.41
A003,2026-11-09,749,180.0,11.23
A003,2026-11-09,750,181.0,11.96
A003,2026-11-09,751,178.0,12.43
A003,2026-11-09,752,178.0,11.46
A003,2026-11-09,753,179.0,10.74
A003,2026-11-09,754,176.0,11.51
A003,2026-11-09,755,175.0,11.1
A003,2026-11-09,756,180.0,10.91
A003,2026-11-09,757,176.0,10.5
A003,2026-11-09,758,177.0,10.71
A003,2026-11-09,759,175.0,10.84
A003,2026-11-09,760,179.0,11.4
A003,2026-11-09,761,178.0,11.19
A003,2026-11-09,762,175.0,11.94
A003,2026-11-09,763,173.0,11.21
A003,2026-11-09,764,175.0,11.02
A003,2026-11-09,765,176.0,10.55
A003,2026-11-09,766,175.0,10.07
A003,2026-11-09,767,175.0,10.31
A003,2026-11-09,768,175.0,10.2
A003,2026-11-09,769,176.0,9.04
A003,2026-11-09,770,174.0,9.94
A003,2026-11-09,771,175.0,11.46
A003,2026-11-09,772,172.0,10.69
A003,2026-11-09,773,178.0,10.2
A003,2026-11-09,774,172.0,10.63
A003,2026-11-09,775,173.0,9.18
A003,2026-11-09,776,174.0,10.48
A003,2026-11-09,777,172.0,11.04
A003,2026-11-09,778,172.0,10.16
A003,2026-11-09,779,172.0,9.13
A003,2026-11-09,780,170.0,9.91
A003,2026-11-09,781,172.0,10.88
A003,2026-11-09,782,168.0,10.23
A003,2026-11-09,783,174.0,9.19
A003,2026-11-09,784,172.0,11.42
A003,2026-11-09,785,172.0,9.21
A003,2026-11-09,786,167.0,9.78
A003,2026-11-09,787,168.0,9.26
A003,2026-11-09,788,172.0,9.23
A003,2026-11-09,789,178.0,9.54
A003,2026-11-09,790,172.0,10.15
A003,2026-11-09,791,171.0,10.51
A003,2026-11-09,792,170.0,9.47
A003,2026-11-09,793,167.0,9.05
A003,2026-11-09,794,170.0,9.91
A003,2026-11-09,795,166.0,9.89
A003,2026-11-09,796,165.0,9.7
A003,2026-11-09,797,165.0,9.68
A003,2026-11-09,798,169.0,9.41
A003,2026-11-09,799,167.0,9.51
A003,2026-11-09,800,167.0,9.3
A003,2026-11-09,801,167.0,10.02
A003,2026-11-09,802,164.0,10.68
A003,2026-11-09,803,165.0,9.42
A003,2026-11-09,804,165.0,9.28
A003,2026-11-09,805,163.0,9.4
A003,2026-11-09,806,165.0,8.82
A003,2026-11-09,807,163.0,9.64
A003,2026-11-09,808,166.0,9.42
A003,2026-11-09,809,166.0,8.87
A003,2026-11-09,810,162.0,9.64
A003,2026-11-09,811,164.0,9.08
A003,2026-11-09,812,168.0,8.46
A003,2026-11-09,813,162.0,9.22
A003,2026-11-09,814,165.0,9.12
A003,2026-11-09,815,164.0,9.53
A003,2026-11-09,816,166.0,9.43
A003,2026-11-09,817,164.0,8.84
A003,2026-11-09,818,163.0,8.6
A003,2026-11-09,819,163.0,8.86
A003,2026-11-09,820,163.0,9.05
A003,2026-11-09,821,163.0,9.1
A003,2026-11-09,822,160.0,8.97
A003,2026-11-09,823,165.0,8.71
A003,2026-11-09,824,165.0,9.35
A003,2026-11-09,825,160.0,8.32
A003,2026-11-09,826,162.0,10.2
A003,2026-11-09,827,162.0,9.15
A003,2026-11-09,828,160.0,8.0
A003,2026-11-09,829,158.0,8.77
A003,2026-11-09,830,161.0,9.11
A003,2026-11-09,831,161.0,8.42
A003,2026-11-09,832,159.0,7.72
A003,2026-11-09,833,162.0,7.98
A003,2026-11-09,834,164.0,8.91
A003,2026-11-09,835,163.0,7.52
A003,2026-11-09,836,161.0,7.69
A003,2026-11-09,837,158.0,8.88
A003,2026-11-09,838,163.0,8.41
A003,2026-11-09,839,162.0,8.12
A003,2026-11-09,840,162.0,8.23
A003,2026-11-09,841,165.0,7.64
A003,2026-11-09,842,160.0,8.81
A003,2026-11-09,843,155.0,8.03
A003,2026-11-09,844,159.0,8.19
A003,2026-11-09,845,162.0,8.71
A003,2026-11-09,846,161.0,8.35
A003,2026-11-09,847,159.0,8.08
A003,2026-11-09,848,158.0,7.31
A003,2026-11-09,849,160.0,8.72
A003,2026-11-09,850,159.0,8.55
A003,2026-11-09,851,162.0,8.19
A003,2026-11-09,852,160.0,7.88
A003,2026-11-09,853,160.0,8.52
A003,2026-11-09,854,160.0,8.8
A003,2026-11-09,855,162.0,8.58
A003,2026-11-09,856,161.0,9.51
A003,2026-11-09,857,162.0,8.96
A003,2026-11-09,858,162.0,8.48
A003,2026-11-09,859,161.0,8.99
A003,2026-11-09,860,159.0,8.59
A003,2026-11-09,861,160.0,8.6
A003,2026-11-09,862,161.0,9.36
A003,2026-11-09,863,166.0,8.05
A003,2026-11-09,864,159.0,8.62
A003,2026-11-09,865,161.0,9.33
A003,2026-11-09,866,162.0,8.82
A003,2026-11-09,867,161.0,8.43
A003,2026-11-09,868,164.0,7.64
A003,2026-11-09,869,162.0,7.32
A003,2026-11-09,870,162.0,9.95
A003,2026-11-09,871,164.0,8.9
A003,2026-11-09,872,166.0,8.39
A003,2026-11-09,873,166.0,8.97
A003,2026-11-09,874,163.0,8.21
A003,2026-11-09,875,163.0,8.6
A003,2026-11-09,876,163.0,8.26
A003,2026-11-09,877,164.0,8.0
A003,2026-11-09,878,162.0,7.61
A003,2026-11-09,879,165.0,7.93
A003,2026-11-09,880,164.0,9.53
A003,2026-11-09,881,164.0,8.35
A003,2026-11-09,882,162.0,9.29
A003,2026-11-09,883,164.0,9.57
A003,2026-11-09,884,161.0,9.03
A003,2026-11-09,885,163.0,8.87
A003,2026-11-09,886,164.0,9.16
A003,2026-11-09,887,166.0,8.86
A003,2026-11-09,888,169.0,9.86
A003,2026-11-09,889,166.0,10.3
A003,2026-11-09,890,168.0,10.07
A003,2026-11-09,891,167.0,7.94
A003,2026-11-09,892,168.0,9.0
A003,2026-11-09,893,170.0,9.3
A003,2026-11-09,894,165.0,9.61
A003,2026-11-09,895,165.0,8.33
A003,2026-11-09,896,168.0,8.35
A003,2026-11-09,897,167.0,10.22
A003,2026-11-09,898,168.0,9.13
A003,2026-11-09,899,167.0,8.61
A003,2026-11-09,900,166.0,8.87
A003,2026-11-09,901,171.0,9.81
A003,2026-11-09,902,166.0,9.11
A003,2026-11-09,903,170.0,9.79
A003,2026-11-09,904,170.0,9.09
A003,2026-11-09,905,166.0,8.67
A003,2026-11-09,906,167.0,10.61
A003,2026-11-09,907,168.0,10.03
A003,2026-11-09,908,171.0,9.63
A003,2026-11-09,909,169.0,9.55
A003,2026-11-09,910,170.0,10.78
A003,2026-11-09,911,167.0,10.3
A003,2026-11-09,912,175.0,10.67
A003,2026-11-09,913,171.0,9.67
A003,2026-11-09,914,172.0,10.09
A003,2026-11-09,915,170.0,10.34
A003,2026-11-09,916,170.0,9.81
A003,2026-11-09,917,176.0,10.12
A003,2026-11-09,918,168.0,9.86
A003,2026-11-09,919,173.0,10.49
A003,2026-11-09,920,170.0,9.5
A003,2026-11-09,921,172.0,10.67
A003,2026-11-09,922,172.0,10.56
A003,2026-11-09,923,171.0,10.29
A003,2026-11-09,924,174.0,10.72
A003,2026-11-09,925,169.0,10.27
A003,2026-11-09,926,173.0,10.12
A003,2026-11-09,927,174.0,10.89
A003,2026-11-09,928,172.0,10.95
A003,2026-11-09,929,178.0,10.33
A003,2026-11-09,930,174.0,10.32
A003,2026-11-09,931,175.0,10.6
A003,2026-11-09,932,174.0,10.42
A003,2026-11-09,933,175.0,11.7
A003,2026-11-09,934,178.0,11.02
A003,2026-11-09,935,181.0,10.87
A003,2026-11-09,936,178.0,10.34
A003,2026-11-09,937,179.0,11.38
A003,2026-11-09,938,180.0,10.6
A003,2026-11-09,939,177.0,10.61
A003,2026-11-09,940,180.0,11.5
A003,2026-11-09,941,179.0,11.31
A003,2026-11-09,942,178.0,9.61
A003,2026-11-09,943,179.0,11.05
A003,2026-11-09,944,174.0,11.25
A003,2026-11-09,945,179.0,11.0
A003,2026-11-09,946,175.0,11.34
A003,2026-11-09,947,175.0,10.19
A003,2026-11-09,948,179.0,9.61
A003,2026-11-09,949,177.0,10.75
A003,2026-11-09,950,179.0,11.53
A003,2026-11-09,951,180.0,9.46
A003,2026-11-09,952,180.0,10.92
A003,2026-11-09,953,178.0,10.3
A003,2026-11-09,954,182.0,11.33
A003,2026-11-09,955,180.0,12.68
A003,2026-11-09,956,181.0,11.4
A003,2026-11-09,957,178.0,11.5
A003,2026-11-09,958,180.0,12.09
A003,2026-11-09,959,183.0,11.62
A003,2026-11-09,960,183.0,11.51
A003,2026-11-09,961,180.0,12.21
A003,2026-11-09,962,180.0,11.96
A003,2026-11-09,963,179.0,11.88
A003,2026-11-09,964,180.0,11.64
A003,2026-11-09,965,179.0,11.54
A003,2026-11-09,966,182.0,12.32
A003,2026-11-09,967,183.0,11.58
A003,2026-11-09,968,180.0,12.54
A003,2026-11-09,969,182.0,11.19
A003,2026-11-09,970,182.0,12.7
A003,2026-11-09,971,184.0,12.14
A003,2026-11-09,972,181.0,11.29
A003,2026-11-09,973,181.0,12.19
A003,2026-11-09,974,181.0,11.51
A003,2026-11-09,975,180.0,11.93
A003,2026-11-09,976,184.0,11.63
A003,2026-11-09,977,183.0,11.85
A003,2026-11-09,978,183.0,12.51
A003,2026-11-09,979,186.0,12.26
A003,2026-11-09,980,186.0,11.29
A003,2026-11-09,981,180.0,11.33
A003,2026-11-09,982,184.0,12.14
A003,2026-11-09,983,184.0,12.19
A003,2026-11-09,984,182.0,11.58
A003,2026-11-09,985,184.0,12.95
A003,2026-11-09,986,180.0,12.48
A003,2026-11-09,987,186.0,11.62
A003,2026-11-09,988,184.0,11.57
A003,2026-11-09,989,182.0,11.86
A003,2026-11-09,990,182.0,11.8
A003,2026-11-09,991,180.0,12.75
A003,2026-11-09,992,183.0,12.59
A003,2026-11-09,993,182.0,12.02
A003,2026-11-09,994,181.0,12.4
A003,2026-11-09,995,185.0,12.48
A003,2026-11-09,996,186.0,12.02
A003,2026-11-09,997,183.0,12.22
A003,2026-11-09,998,182.0,12.33
A003,2026-11-09,999,184.0,12.25
A003,2026-11-09,1000,183.0,11.49
A003,2026-11-09,1001,181.0,11.54
A003,2026-11-09,1002,182.0,11.76
A003,2026-11-09,1003,182.0,11.5
A003,2026-11-09,1004,183.0,11.03
A003,2026-11-09,1005,183.0,12.3
A003,2026-11-09,1006,183.0,12.09
A003,2026-11-09,1007,179.0,11.07
A003,2026-11-09,1008,184.0,11.71
A003,2026-11-09,1009,182.0,11.73
A003,2026-11-09,1010,187.0,11.93
A003,2026-11-09,1011,181.0,11.16
A003,2026-11-09,1012,183.0,10.98
A003,2026-11-09,1013,187.0,12.08
A003,2026-11-09,1014,182.0,10.83
A003,2026-11-09,1015,181.0,11.59
A003,2026-11-09,1016,179.0,11.51
A003,2026-11-09,1017,184.0,11.61
A003,2026-11-09,1018,179.0,11.81
A003,2026-11-09,1019,,12.6
A003,2026-11-09,1020,180.0,10.66
A003,2026-11-09,1021,180.0,12.12
A003,2026-11-09,1022,178.0,10.06
A003,2026-11-09,1023,183.0,12.38
A003,2026-11-09,1024,180.0,10.29
A003,2026-11-09,1025,178.0,12.95
A003,2026-11-09,1026,182.0,11.22
A003,2026-11-09,1027,179.0,12.2
A003,2026-11-09,1028,180.0,12.05
A003,2026-11-09,1029,181.0,11.11
A003,2026-11-09,1030,180.0,11.13
A003,2026-11-09,1031,175.0,10.81
A003,2026-11-09,1032,180.0,11.75
A003,2026-11-09,1033,178.0,10.99
A003,2026-11-09,1034,178.0,10.72
A003,2026-11-09,1035,178.0,11.5
A003,2026-11-09,1036,175.0,10.61
A003,2026-11-09,1037,178.0,10.92
A003,2026-11-09,1038,175.0,11.15
A003,2026-11-09,1039,177.0,10.66
A003,2026-11-09,1040,177.0,10.72
A003,2026-11-09,1041,179.0,11.9
A003,2026-11-09,1042,175.0,10.82
A003,2026-11-09,1043,179.0,10.69
A003,2026-11-09,1044,178.0,10.76
A003,2026-11-09,1045,175.0,11.11
A003,2026-11-09,1046,173.0,10.18
A003,2026-11-09,1047,173.0,11.02
A003,2026-11-09,1048,176.0,10.88
A003,2026-11-09,1049,173.0,9.61
A003,2026-11-09,1050,177.0,11.72
A003,2026-11-09,1051,173.0,11.49
A003,2026-11-09,1052,172.0,10.09
A003,2026-11-09,1053,174.0,9.86
A003,2026-11-09,1054,172.0,10.63
A003,2026-11-09,1055,174.0,9.6
A003,2026-11-09,1056,175.0,11.24
A003,2026-11-09,1057,173.0,10.1
A003,2026-11-09,1058,173.0,11.31
A003,2026-11-09,1059,173.0,9.81
A003,2026-11-09,1060,169.0,10.19
A003,2026-11-09,1061,173.0,10.98
A003,2026-11-09,1062,172.0,9.99
A003,2026-11-09,1063,173.0,10.31
A003,2026-11-09,1064,172.0,10.76
A003,2026-11-09,1065,171.0,9.73
A003,2026-11-09,1066,173.0,9.27
A003,2026-11-09,1067,170.0,9.11
A003,2026-11-09,1068,171.0,10.3
A003,2026-11-09,1069,169.0,10.15
A003,2026-11-09,1070,171.0,10.51
A003,2026-11-09,1071,169.0,9.67
A003,2026-11-09,1072,173.0,8.94
A003,2026-11-09,1073,173.0,8.35
A003,2026-11-09,1074,171.0,11.45
A003,2026-11-09,1075,172.0,10.0
A003,2026-11-09,1076,165.0,9.73
A003,2026-11-09,1077,165.0,9.78
A003,2026-11-09,1078,167.0,8.72
A003,2026-11-09,1079,168.0,9.07
A003,2026-11-09,1080,167.0,10.55
A003,2026-11-09,1081,164.0,9.87
A003,2026-11-09,1082,169.0,8.98
A003,2026-11-09,1083,171.0,8.67
A003,2026-11-09,1084,169.0,9.06
A003,2026-11-09,1085,169.0,9.15
A003,2026-11-09,1086,167.0,10.53
A003,2026-11-09,1087,164.0,9.16
